,name,description,price,product_details,variatal,size,country,closure,target
180,lagavulin,2018 distillers edition single malt scotch whisky 1l,249.95,"full-bodied lagavulin is richly peated, smoky and intense on the palate.  mightiest of the islay malts in style, it has a salty edge of sea-spray.

a limited relase made usually just once a year, the distillers edition of lagavulin enjoys both rarity and superior quality.
the packaging carries the symbol of the distillery and the proud name of mackie & son, who brought the distillery to fame.  each bottle carries a batch number which designates the selected casks specially crafted for double maturation.

this is an unforgettable, richly flavoured malt whisky with intense layers of raisin sweetness and smoky flavour.

distilled 2002.  bottled 2018.",single malt,1000.0,scotland,unknown,1
181,woodford reserve,masters collection american oak,250.0,"the master’s collection select american oak kentucky bourbon has been matured in one specific terroir sourced oak – ozark. this ozark oak was selected for its terroir’s fast-growing characteristics. having barrels that share a common wood structure gives this special batching of woodford reserve a distinct nutty and sweet aromatic character that will remind you of warm baked goods.

color
peruvian brown aroma: crisp yeasty and bready notes mingle with soft oak, vanilla, milk chocolate and marzipan. walnut, pecans and fall leaves bring the oak tannins forward. 
flavor
soft nutty character and a sip of sweet tea bring a deep hint of peach and cocoa powder to life. 
finish
long and warm with a hint of wood spice.",blended,700.0,scotland,cork,1
182,overeem,sherry cask single malt whisky 700ml,239.99,single cask malt whisky from overeem in tasmania aged in a french oak sherry quarter cask. this smaller cask leads to greater interaction between wood and liquid during maturation and results in a more intense whisky.,single malt,700.0,australia,stopper,1
183,westward,american single malt whiskey 700ml,119.95,"westward whiskey is the highest rated american single malt, a whiskey of northwest provenance. our whiskey is distinct, brazen, rich in character, and full of flavor. the unique mingle of a handful of single barrels, each contribute a particular note that can be spicy, earthy, floral, herbal, fruity, or sweet.",single malt,700.0,usa,cork,1
184,glenfarclas,105 cask strength single malt scotch whisky 700ml,118.88,"this amazing scotch has been distilled and matured at the family owned and run distillery for over 170 years. the smoothness makes the 105 drinkable at cask strength, but by adding a little water you will be able to fully explore its great depth.",single malt,700.0,scotland,unknown,1
185,spring bay distiller,the rheban cask strength single malt whisky port cask matured,235.0,"‘the rheban’
the name of our cask strength release is derived from the majestic 1500 acre sheep station just south of the distillery. rheban overlooks maria island and a beach of the same name.  the beach is one of our favourite places being both untamed and seductive. we hope you enjoy the rheban and find it as seductive as the wild place from which it takes its name.

whisky: ‘the rheban’ cask strength ex port cask
abv: 58%
tasting notes courtesy of mark nicholson
colour: rose gold
nose: a big porty welcome announces this as a quality port cask dram.  sweet and complex aromas suggest butterscotch and christmas muscatels.
palate: sweet caramel syrup and plum pudding spices join a clean, bright alcohol explosion which spreads across the palate to settle in and glow with some soft oaky tannins.
finish: hints of cherry cordial and some nutty undertones as this big porty beauty lingers on the back palate. clearly displays the quality of both the spirit and the wood in developing harmony.",single malt,700.0,australia,cork,1
186,royal brackla,12 year old single malt scotch whisky 700ml,99.99,"royal brackla distillery stands on the fertile farmland of the cawdor estate. it was established in 1812 by the fiery captain william fraser. within 25 years his distillery's reputation for spirit of sterling taste received its crowning moment when king william iv bestowed 'royal' status to brackla, in 1835. it thus became the first ever scotch to garner a royal warrant, a revelation that led to its nickname: ‘the king’s own whisky’. traditional production techniques help to protect a distilling heritage that spans more than two centuries and preserves the unparalleled quality of a rather special spirit. to allow for the development of intriguing complexity and fruitiness, extra time is taken at the fermentation stage, which acts for up to 80 hours; far longer than most scottish distilleries.",single malt,700.0,scotland,cork,0
187,corowa,characters single malt wine cask 46% 500ml,99.0,"corowa characters celebrates the people behind the whisky made at corowa distillery in corowa nsw.  a very approachable, single malt, wine cask whisky that exhibits floral characters with honeycomb sweetness on the nose. the palate indicates the combination of french and american oak influences and the sweetness follows through with good spirit integration.",single malt,500.0,wales,screw cap,0
188,old kempton distillery,small cask matured whisky 200ml,94.99,"our award winning single malt is now available in the perfect gift size. double distilled in our heritage listed stables, bottled and labeled by hand.

old kempton distillery small cask matured single malt whisky is hand crafted on our magnificent heritage listed property. matured in tasmania casks we have created a rich. delicious, floral and balanced single malt. ",single malt,200.0,australia,unknown,0
189,benromach,organic single malt scotch whisky 700ml,99.99,"there are very few certified organic whiskies produced around the world. to achieve this benromach source local organic grown barley but most importantly no bourbon or sherry casks could be used. only fresh virgin oak could meet the strict certification rules. gorgeous golden brown in the bottle (from the fresh oak). nosing gives vanilla, toffee and banana. hints of coffee and cocoa. your tongue may find creamy pepper even a chilli spice finishing with tropical fruit with a dark chocolate edge.",single malt,700.0,scotland,cork,0
190,corowa,corowa distilling co. bosque verde cask strength australian single malt whisky 60% 500 ml,180.0,"the bosque verde was the corowa distilling co's 2nd release and signifies the distilleries style and bottling design, this was bottled at 56.6% abv, this bottling has been released to capture the whisky at 60% abv.

bosque verde is spanish for ‘green forest’ and this is the name of the farm where the bulk of the barley is sourced.

this whisky is matured in ex-port american oak barrels for no less than two years and is bottled at 60% abv. each bottle has been hand written to signify the date of distillation.

grab a piece of australian distilling history today.

official tasting notes

nose: peppery, oak orange and honey

palate: woody, spice, slightly smokey, oily and syrupy (well rounded)

finish: long and sweet, hints of vanilla",single malt,500.0,wales,screw cap,1
